time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
46.607474,-0.7382,0.9841,-2.9648,3.210
46.611186,-1.6529,0.3685,-2.3665,2.910
46.616678,-2.2531,0.0490,-1.9031,2.950
46.621159,-2.5333,-0.0587,-1.4969,2.943
46.626113,-2.4840,0.0669,-1.0657,2.704
46.631395,-2.2403,0.2484,-0.5918,2.330
46.636112,-1.8179,0.5028,-0.3271,1.914
46.640741,-1.2936,0.7155,-0.1708,1.488
46.646093,-0.6818,0.8579,-0.2178,1.117
46.650247,-0.1945,0.8898,-0.3683,0.982
46.656155,0.1719,0.6439,-0.6255,0.914
46.661634,0.3814,0.2594,-0.9999,1.101
46.665147,0.5413,-0.1415,-1.3110,1.425
46.670078,0.7297,-0.4130,-1.4602,1.684
46.675984,0.9007,-0.4763,-1.6149,1.909
46.679771,1.0278,-0.4320,-1.5036,1.872
46.684178,1.0850,-0.2397,-1.0440,1.525
46.688833,1.0779,0.0502,-0.4190,1.158
46.693528,0.9625,0.2871,0.1076,1.010
46.698599,0.6329,0.4349,0.5932,0.970
46.703825,0.2155,0.5320,0.8323,1.011
46.708414,-0.1621,0.5115,0.9829,1.120
46.713181,-0.4636,0.5360,0.9623,1.195
46.718295,-0.7180,0.5386,0.7594,1.176
46.723049,-0.9058,0.5551,0.4727,1.163
46.728517,-1.0472,0.4945,0.2773,1.191
46.732161,-0.9280,0.4767,0.2660,1.077
46.737430,-0.7092,0.5087,0.4170,0.967
46.742785,-0.4938,0.5093,0.4290,0.829
46.748403,-0.2446,0.4641,0.3925,0.655
46.751446,0.1676,0.5096,0.5640,0.778
46.757703,0.4940,0.5115,0.3508,0.793
46.762889,0.7491,0.5226,0.0838,0.917
46.765872,1.1497,0.4759,0.0408,1.245
46.772093,1.5875,0.5028,0.0690,1.667
46.776648,1.9214,0.5292,-0.0442,1.993
46.780989,2.1271,0.4834,-0.1982,2.190
46.786008,2.3955,0.4372,-0.0062,2.435
46.790710,2.5186,0.3691,0.2902,2.562
46.796782,2.4445,0.3460,0.1936,2.476
46.801091,2.3122,0.2914,0.1916,2.338
46.805312,2.1204,0.1860,0.4873,2.184
46.809469,1.8524,0.0946,0.4598,1.911
46.814512,1.7133,0.0151,1.0056,1.987
46.820398,1.5760,0.1555,1.3608,2.088
46.824018,1.4347,0.2166,1.8317,2.337
46.829549,1.1579,0.2963,1.7660,2.132
46.835056,1.0007,0.3227,1.9084,2.179
46.839124,0.7978,0.3029,1.6975,1.900
46.843263,0.7373,0.1221,1.7504,1.903
46.848605,0.7947,-0.0039,2.0449,2.194
46.853559,0.8426,-0.0895,2.3674,2.514
46.858291,0.7380,-0.0654,2.4880,2.596
46.863419,0.6336,-0.2160,2.6478,2.731
46.868135,0.5431,-0.3186,2.8109,2.881
46.873944,0.4666,-0.5620,2.9552,3.044
46.877492,0.3515,-0.7524,3.1405,3.248
46.884643,0.3001,-0.9467,3.6046,3.739
46.887104,0.4077,-0.9510,4.3370,4.459
46.892509,0.4429,-0.8994,4.9448,5.045
46.896673,0.4984,-0.9309,4.8951,5.008
46.901469,0.5715,-1.1413,4.5450,4.721
46.907448,0.6691,-1.7264,3.8463,4.269
46.911361,1.1007,-2.2932,3.6484,4.448
46.916591,1.5043,-2.6865,3.5692,4.714
46.921577,1.6868,-2.8226,3.4509,4.767
46.926208,1.9524,-2.6874,3.7109,4.980
46.931466,2.0743,-2.3485,3.9263,5.023
46.936471,2.0461,-1.9570,3.6698,4.635
46.940175,2.1460,-1.6635,3.6850,4.577
46.945729,2.3460,-1.5445,3.7892,4.717
46.950628,2.6994,-1.5543,3.8693,4.967
46.954560,3.1882,-1.4724,3.7099,5.108
46.959997,3.9867,-1.6546,3.8683,5.796
46.965671,4.7711,-1.8044,3.6157,6.252
46.970032,5.2968,-1.9721,2.9970,6.397
46.973919,5.6054,-2.1222,2.5349,6.508
46.979640,5.6373,-2.0778,2.1506,6.381
46.984976,5.7126,-2.2883,2.4618,6.628
46.989178,5.6109,-2.9199,3.1954,7.086
46.993880,5.4484,-3.9170,3.8950,7.759
46.997919,4.9650,-5.0781,3.9305,8.117
47.003154,4.6962,-6.2236,4.0558,8.788
47.013065,4.5542,-7.0614,4.3182,9.447
47.014724,4.4759,-7.2355,4.4090,9.583
47.020271,4.4451,-6.9453,4.5402,9.413
47.022725,4.2118,-6.6982,4.5092,9.107
47.027355,4.0377,-6.5563,4.5056,8.921
47.032280,3.8504,-6.5263,4.3868,8.756
47.036831,3.7027,-6.6133,4.2316,8.681
47.042772,3.3198,-6.6027,3.5796,8.212
47.046786,2.7243,-6.1081,2.7536,7.233
47.051940,1.8747,-5.1475,1.9966,5.831
47.057116,0.9465,-3.8991,1.7941,4.395
47.062148,-0.2934,-2.8178,2.1178,3.537
47.065986,-1.4417,-2.0900,3.0536,3.971
47.070697,-2.6795,-1.6729,4.0451,5.132
47.076488,-3.8452,-1.5932,4.5866,6.194
47.080911,-4.9530,-1.8968,4.0919,6.699
47.086796,-5.7315,-2.4594,2.6608,6.781
47.090894,-6.1713,-3.1780,0.8180,6.990
47.095764,-6.3249,-3.9373,-1.0423,7.523
47.101320,-6.3852,-4.5526,-2.6621,8.282
47.104698,-6.5545,-4.8658,-3.8035,9.006
47.110338,-6.7584,-5.1063,-4.7924,9.732
47.114091,-7.0653,-5.3099,-5.4071,10.361
47.119329,-7.2874,-5.2253,-5.6782,10.614
47.124814,-7.3349,-4.8600,-5.5027,10.378
47.129567,-7.0835,-4.2813,-4.6651,9.501
47.133529,-6.5449,-3.4204,-3.4898,8.168
47.139201,-5.8508,-2.6173,-2.3546,6.828
47.143173,-5.1084,-2.0324,-1.5500,5.712
47.148107,-4.3964,-1.6393,-1.0823,4.815
47.154061,-3.5965,-1.2440,-0.9350,3.919
47.158424,-2.7920,-0.9779,-1.0002,3.123
47.165158,-1.9897,-0.7401,-1.0990,2.391
47.168248,-1.0948,-0.5804,-1.1278,1.676
47.173073,-0.1129,-0.4773,-1.0655,1.173
47.176999,0.7522,-0.4545,-0.8988,1.257
47.183296,1.3861,-0.6364,-0.7099,1.682
47.187044,1.6296,-0.9582,-0.8240,2.062
47.192331,1.7783,-1.3000,-1.0655,2.447
47.196535,1.7658,-1.5994,-1.4458,2.787
47.201431,1.7460,-1.7630,-1.8087,3.070
47.206736,1.7774,-1.7645,-2.2254,3.350
47.211006,1.9399,-1.5942,-2.5022,3.545
47.216192,2.0746,-1.3408,-2.8282,3.755
47.220586,2.1616,-1.0906,-2.9389,3.808
47.225799,2.1149,-0.9083,-3.0812,3.846
47.230693,2.0235,-0.7077,-3.2151,3.864
47.235336,1.8565,-0.4891,-3.3507,3.862
47.240681,1.7124,-0.2668,-3.5023,3.908
47.244681,1.4887,-0.0144,-3.6983,3.987
47.250341,1.1743,0.2537,-3.8980,4.079
47.255830,0.9177,0.5182,-4.0489,4.184
47.260193,0.5879,0.7723,-4.1531,4.265
47.264006,0.4004,1.0159,-4.2656,4.403
47.269603,0.1858,1.2515,-4.3480,4.528
47.274691,-0.0534,1.4696,-4.4337,4.671
47.278688,-0.3699,1.6796,-4.5061,4.823
47.284119,-0.6058,1.8770,-4.6059,5.010
47.288953,-0.8290,2.0570,-4.7519,5.244
47.293044,-0.9736,2.2318,-4.9341,5.502
47.298520,-1.0833,2.3849,-5.1140,5.746
47.302991,-1.1733,2.5165,-5.1596,5.859
47.307866,-1.1868,2.6556,-5.2358,5.990
47.313004,-1.1792,2.7523,-5.2798,6.070
47.317653,-1.1848,2.8693,-5.3224,6.162
47.322436,-1.1917,3.0139,-5.4155,6.311
47.327629,-1.1475,3.1291,-5.4656,6.402
47.331872,-1.0117,3.2273,-5.4386,6.404
47.336614,-0.8614,3.2967,-5.4350,6.415
47.343181,-0.6677,3.3399,-5.3996,6.384
47.346284,-0.4862,3.4598,-5.3518,6.391
47.351040,-0.2453,3.6135,-5.3561,6.466
47.356555,-0.0528,3.7720,-5.4176,6.602
47.361255,0.1011,3.8831,-5.4664,6.706
47.366383,0.2466,3.9872,-5.5509,6.839
47.371193,0.3066,4.0987,-5.5132,6.877
47.376324,0.2339,4.1791,-5.4400,6.864
47.380206,0.1051,4.1658,-5.4968,6.898
47.385013,0.0686,4.2242,-5.5926,7.009
47.390039,0.1883,4.3637,-5.6484,7.140
47.394865,0.2412,4.3810,-5.6902,7.185
47.400007,0.1839,4.3744,-5.7803,7.251
47.404516,0.0902,4.4254,-5.8082,7.303
47.409702,-0.1325,4.4385,-5.8500,7.344
47.414529,-0.3113,4.4591,-5.6233,7.183
47.418754,-0.4334,4.5064,-5.1880,6.886
47.423491,-0.6850,4.5229,-4.8381,6.658
47.429361,-1.0493,4.5567,-4.6972,6.628
47.434917,-1.3492,4.6702,-4.5466,6.656
47.438488,-1.6781,4.7248,-4.3572,6.643
47.443519,-1.9976,4.6703,-4.1090,6.533
47.448674,-2.3450,4.5164,-3.7972,6.349
47.454713,-2.5705,4.1644,-2.9991,5.740
47.458333,-2.6063,3.5514,-1.7026,4.723
47.462938,-2.4818,2.7463,-0.2709,3.711
47.467391,-2.3370,1.7725,0.7611,3.030
47.472731,-2.2037,0.8069,1.3935,2.729
47.476908,-2.0321,-0.0550,1.8681,2.761
47.482105,-1.8268,-0.8690,2.3555,3.105
47.486976,-1.4763,-1.6315,3.1494,3.842
47.492094,-0.9292,-2.5232,4.2640,5.041
47.496553,-0.2302,-3.4836,6.0792,7.010
47.502418,0.6919,-4.3519,8.8114,9.852
47.506635,1.8575,-5.1293,12.5810,13.713
47.511385,3.0699,-5.9162,15.7747,17.125
47.516075,3.8546,-6.6802,16.8688,18.548
47.520127,3.7840,-7.4486,16.4381,18.439
47.525422,3.0127,-8.2266,15.1756,17.523
47.530606,1.3417,-8.8084,13.0841,15.830
47.535192,-0.2483,-8.6229,10.9696,13.955
47.539606,-1.1906,-7.4171,9.2334,11.903
47.544530,-1.5255,-5.0631,7.8598,9.473
47.549484,-1.7932,-2.4573,6.9969,7.630
47.554458,-2.3872,-0.3085,6.2257,6.675
47.559649,-3.3761,0.9245,5.3016,6.353
47.564228,-4.8028,0.6619,4.2184,6.426
47.569376,-6.4379,-0.8144,2.9270,7.119
47.574925,-7.8127,-2.6749,0.9993,8.318
47.578146,-8.8318,-4.4184,-2.9051,10.294
47.583279,-9.2722,-5.5895,-7.7410,13.309
47.589444,-8.5138,-5.5984,-11.9539,15.707
47.595662,-6.7380,-4.6516,-12.7183,15.126
47.597499,-4.4327,-3.3148,-9.3795,10.891
47.602766,-2.4283,-2.4127,-4.0179,5.278
47.608228,-1.1738,-2.2196,-0.7513,2.621
47.611898,0.1705,-2.1782,0.0231,2.185
47.617636,2.1389,-1.8734,-0.9328,2.992
47.622956,4.4996,-1.4172,-1.4661,4.940
47.627385,6.9172,-0.9391,-0.4261,6.994
47.631692,9.0800,-0.1905,1.4967,9.204
47.636067,10.0351,0.6162,2.2846,10.310
47.640885,9.3875,1.1264,0.2046,9.457
47.646190,8.3451,1.6215,-4.0249,9.406
47.650711,7.2517,2.2955,-7.9403,10.996
47.655343,6.3256,3.1851,-10.9035,13.002
47.660228,5.2466,4.2355,-12.5981,14.289
47.666096,4.2053,5.0542,-12.5663,14.182
47.670070,3.2519,5.4721,-10.6446,12.403
47.674823,2.3028,5.4483,-8.4140,10.285
47.679572,1.2036,5.1268,-6.2601,8.181
47.684141,-0.2625,4.0539,-4.0553,5.740
47.689793,-2.0744,2.3696,-1.8159,3.635
47.694118,-3.8507,0.2620,0.0782,3.860
47.699297,-5.3180,-2.0263,1.1391,5.804
47.704819,-6.1553,-3.9299,1.4378,7.443
47.709611,-6.0077,-5.1906,1.0323,8.006
47.714374,-5.0819,-5.7491,0.2014,7.676
47.719751,-3.6353,-5.5129,-0.7569,6.647
47.724493,-1.9769,-4.5260,-1.7384,5.236
47.729139,-0.5764,-3.0760,-2.7120,4.141
47.733308,0.4560,-1.3741,-3.6630,3.939
47.738638,1.1362,0.3429,-4.4948,4.649
47.743251,1.5549,1.6515,-4.8353,5.341
47.747843,1.4578,2.3177,-4.7171,5.454
47.752802,0.9379,2.5118,-4.4538,5.199
47.758013,0.0748,2.3082,-4.0829,4.691
47.764778,-0.9404,1.7240,-3.5943,4.096
47.766895,-1.8441,1.2210,-3.0408,3.760
47.772618,-2.5766,0.8086,-2.4135,3.622
47.777129,-3.0508,0.5271,-1.6760,3.520
47.782146,-3.3591,0.4386,-0.9203,3.510
47.786495,-3.4667,0.3635,-0.4374,3.513
47.791680,-3.3290,0.3164,-0.2584,3.354
47.795756,-3.0717,0.2518,-0.5403,3.129
47.800844,-2.6749,0.1173,-1.1760,2.924
47.806057,-2.1857,-0.0271,-1.8868,2.888
47.810588,-1.6296,-0.1503,-2.4012,2.906
47.815171,-1.0607,-0.2210,-2.5761,2.795
47.822032,-0.4704,-0.2967,-2.3859,2.450
47.826147,-0.0789,-0.3726,-1.9439,1.981
47.830544,0.1930,-0.4437,-1.4107,1.491
47.835014,0.2746,-0.4911,-0.9875,1.137
47.840124,0.3103,-0.5147,-0.5974,0.847
47.844673,0.2337,-0.4357,-0.3193,0.589
47.849198,0.1959,-0.2159,-0.1197,0.315
47.854381,0.1895,0.0058,0.1022,0.215
47.859516,0.0931,0.2461,0.2676,0.375
47.863799,-0.1216,0.4477,0.2838,0.544
47.868920,-0.3535,0.5578,0.4044,0.774
47.873424,-0.6931,0.6364,0.3504,1.004
47.879294,-0.9098,0.6402,0.2758,1.146
47.883189,-1.1184,0.6458,-0.0127,1.291
47.888192,-1.1061,0.6436,-0.1962,1.295
47.892897,-0.8624,0.5618,-0.1559,1.041
47.897375,-0.4533,0.5228,-0.0314,0.693
47.903478,0.0036,0.4117,0.0815,0.420
47.907757,0.3786,0.3600,-0.0440,0.524
47.912610,0.8796,0.1716,-0.3502,0.962
47.916761,1.3222,0.0978,-0.4804,1.410
47.922724,1.6491,0.1766,-0.7165,1.807
47.926339,1.9758,0.2187,-0.8761,2.172
47.932647,2.2326,0.3342,-0.9544,2.451
47.936609,2.5981,0.3867,-0.5836,2.691
47.941243,2.7779,0.5269,-0.5649,2.883
47.945697,2.8873,0.6017,-0.4344,2.981
47.950654,2.8025,0.7762,-0.2906,2.922
47.956054,2.7169,0.8112,0.0446,2.836
47.960632,2.5446,0.9127,0.4199,2.736
47.966786,2.1857,1.0567,0.7274,2.534
47.970701,1.7717,0.9707,1.0527,2.278
47.975882,1.4105,1.0136,1.5274,2.313
47.980674,0.8962,1.0060,1.7496,2.208
47.984415,0.5932,1.0102,2.2572,2.543
47.989193,0.1320,0.9325,2.4550,2.629
47.994595,-0.2869,0.7661,2.2281,2.374
47.999398,-0.3390,0.5424,2.4710,2.552
48.003680,-0.3406,0.3523,2.5565,2.603
48.009566,-0.1851,0.0050,2.7211,2.727
48.014446,-0.0230,-0.2677,2.9287,2.941
48.018833,0.0695,-0.4991,3.0240,3.066
48.023182,0.1326,-0.7993,3.2125,3.313
48.028414,0.2249,-1.0391,3.6473,3.799
48.033431,0.2467,-1.2855,3.4237,3.665
48.037721,0.2451,-1.3567,3.5968,3.852
48.043342,0.3373,-1.4890,4.2487,4.515
48.047454,0.3586,-1.4459,4.2882,4.540
48.053866,0.2635,-1.3684,4.3402,4.558
48.057701,0.2779,-1.3022,4.4527,4.647
48.061630,0.1083,-1.4077,4.0755,4.313
48.066693,0.0735,-1.6108,3.6524,3.993
48.072617,0.0961,-1.6722,3.3077,3.708
48.076207,0.3959,-1.7948,3.4623,3.920
48.081634,0.8440,-1.7343,3.7139,4.185
48.086527,1.2234,-1.6510,3.9841,4.483
48.090744,1.7071,-1.5046,4.4765,5.022
48.096207,2.0713,-1.4603,4.2848,4.978
48.100275,2.5866,-1.4775,4.1751,5.129
48.106447,3.2798,-1.4582,4.0523,5.413
48.110934,4.0417,-1.5956,3.9101,5.846
48.114888,5.0936,-1.8700,4.0258,6.756
48.120973,5.9329,-2.0997,3.6321,7.266
48.125670,6.4000,-2.4167,3.0200,7.478
48.129466,6.5862,-2.7779,2.4847,7.568
48.134790,6.5242,-3.0254,2.3634,7.570
48.139576,6.2532,-3.0137,2.6392,7.426
48.144998,5.5651,-2.7452,3.0287,6.905
48.149101,5.0650,-2.8530,4.2752,7.216
48.153808,4.4498,-3.1714,5.2542,7.581
48.159318,3.7088,-3.9989,5.6535,7.855
48.164441,3.0241,-5.2106,5.4741,8.140
48.168847,2.5424,-6.2226,5.0520,8.409
48.173761,2.3309,-6.5639,4.9327,8.535
48.178312,2.0585,-6.5821,5.0202,8.530
48.183115,1.9128,-5.9428,5.2056,8.129
48.187781,1.7496,-5.1492,5.6180,7.819
48.192739,1.6563,-4.5698,5.9545,7.687
48.197416,1.6437,-4.1545,5.9820,7.466
48.202301,1.6312,-3.8438,5.6292,7.009
48.207401,1.6477,-3.5639,4.7771,6.184
48.212119,1.6212,-3.2795,3.8505,5.311
48.216977,1.5055,-2.9408,3.0508,4.497
48.221496,1.2349,-2.5796,2.5240,3.814
48.226541,0.5461,-2.3852,2.2647,3.334
48.232282,-0.2936,-2.3079,2.5322,3.439
48.236224,-1.4796,-2.5397,2.1504,3.642
48.240869,-2.5551,-2.8584,1.3304,4.058
48.246098,-3.4824,-3.4100,0.2018,4.878
48.250919,-4.3254,-4.1578,-1.1879,6.116
48.255167,-4.8938,-4.9290,-2.2881,7.313
48.259941,-5.4135,-5.6011,-3.3871,8.494
48.265369,-5.8177,-6.0876,-4.3081,9.459
48.270322,-6.1857,-6.2974,-5.0765,10.183
48.274664,-6.2922,-6.2999,-5.3961,10.411
48.279833,-6.5173,-6.0644,-5.4691,10.448
48.284475,-6.5354,-5.4214,-4.9240,9.816
48.290348,-6.1314,-4.4553,-3.6431,8.409
48.293926,-5.6903,-3.5949,-2.3281,7.122
48.299365,-5.0780,-2.9815,-1.2712,6.024
48.303850,-4.4711,-2.5790,-0.7275,5.213
48.308843,-3.8161,-2.3800,-0.5052,4.526
48.313764,-3.2866,-2.2526,-0.7517,4.055
48.318778,-2.6978,-2.2107,-1.1624,3.676
48.325074,-2.0637,-2.1032,-1.6543,3.379
48.328927,-1.3723,-2.1020,-1.9997,3.209
48.333030,-0.7026,-2.1235,-2.0997,3.068
48.337382,-0.1169,-2.2274,-1.9398,2.956
48.343627,0.3028,-2.3494,-1.7847,2.966
48.347979,0.4991,-2.4798,-1.8616,3.141
48.351971,0.6635,-2.5635,-2.0285,3.336
48.357459,0.7843,-2.5764,-2.2535,3.512
48.361513,0.9685,-2.5089,-2.2901,3.532
48.366733,1.1801,-2.2724,-2.2884,3.434
48.371635,1.3394,-1.9051,-2.4031,3.346
48.376445,1.5324,-1.5288,-2.6021,3.385
48.380964,1.6349,-1.1552,-2.7967,3.439
48.386362,1.6498,-0.7963,-3.0041,3.519
48.390831,1.5825,-0.4736,-3.1839,3.587
48.395866,1.4074,-0.1872,-3.3656,3.653
48.400332,1.2118,0.0891,-3.5569,3.759
48.405367,1.0539,0.3240,-3.7060,3.867
48.410178,0.8819,0.5892,-3.9016,4.043
48.415173,0.7223,0.8416,-4.1440,4.290
48.419994,0.5749,0.9949,-4.3933,4.541
48.424469,0.4136,1.1494,-4.6571,4.815
48.429934,0.2236,1.3360,-4.8164,5.003
48.434338,0.0166,1.4779,-4.9768,5.192
48.439281,-0.2034,1.6040,-5.1620,5.409
48.444135,-0.3968,1.8434,-5.3478,5.671
48.449634,-0.6291,1.9811,-5.5790,5.954
48.453431,-0.8577,2.1777,-5.6755,6.139
48.458922,-0.9975,2.4047,-5.7441,6.307
48.463507,-1.1807,2.6701,-5.8052,6.498
48.468708,-1.3506,2.9768,-5.8958,6.741
48.472996,-1.4531,3.2800,-5.9885,6.981
48.477575,-1.5052,3.5683,-6.1109,7.235
48.483959,-1.5238,3.8803,-6.1384,7.420
48.488049,-1.5549,4.1855,-6.1589,7.607
48.492415,-1.6110,4.3906,-6.2587,7.813
48.496974,-1.6396,4.6465,-6.3159,8.011
48.502359,-1.5881,4.8622,-6.3189,8.130
48.507479,-1.3849,5.0304,-6.2491,8.141
48.511580,-1.1428,5.1439,-6.1886,8.128
48.516656,-1.1046,5.2552,-6.1660,8.177
48.521440,-1.0181,5.2540,-6.1196,8.130
48.525848,-0.8425,5.2695,-6.0545,8.071
48.531230,-0.7262,5.2465,-6.0092,8.010
48.536255,-0.5843,5.2998,-5.9861,8.016
48.540536,-0.5572,5.3384,-5.9683,8.027
48.545688,-0.3716,5.3983,-5.8814,7.992
48.550666,-0.2453,5.3743,-5.7682,7.888
48.555504,-0.1667,5.3672,-5.7025,7.833
48.559998,-0.1228,5.3819,-5.5859,7.758
48.564944,-0.1235,5.4136,-5.4328,7.671
48.571208,-0.2407,5.3857,-5.1619,7.464
48.575186,-0.4186,5.3556,-4.8351,7.227
48.580135,-0.6401,5.3066,-4.6053,7.055
48.584750,-0.8619,5.2173,-4.4742,6.927
48.589268,-1.0366,5.1713,-4.3437,6.833
48.594961,-1.1431,5.1158,-4.1948,6.714
48.599382,-1.2268,5.0075,-3.8696,6.446
48.603837,-1.3800,4.7360,-3.4046,5.994
48.609051,-1.6181,4.2129,-2.6638,5.240
48.613089,-1.9509,3.3972,-1.6529,4.252
48.618302,-2.3817,2.4396,-0.3919,3.432
48.624051,-2.6865,1.5404,0.9668,3.244
48.627474,-2.9884,0.5480,2.8539,4.168
48.633110,-3.1511,-0.4403,4.5921,5.587
48.637131,-3.0454,-1.6358,5.9944,6.920
48.642408,-2.5486,-3.0082,7.2526,8.255
48.647221,-1.6804,-4.6233,8.5951,9.903
48.652437,-0.3792,-6.4148,10.3340,12.169
48.657188,1.2441,-8.4086,11.9347,14.652
48.661632,2.6325,-10.1636,12.7851,16.543
48.666725,3.2599,-11.5504,13.1391,17.795
48.672506,3.3919,-12.3671,13.9378,18.940
48.676059,3.0175,-12.3447,15.9312,20.379
48.680823,1.9378,-11.5451,16.7680,20.450
48.685884,1.1815,-9.6372,15.5873,18.364
48.691540,1.2446,-6.7755,13.1754,14.868
48.695979,1.3761,-3.7488,10.5091,11.242
48.699893,1.6535,-1.0029,8.2021,8.427
48.705358,2.1142,1.3653,6.4596,6.933
48.710322,2.4991,3.3545,5.1716,6.652
48.715039,2.7147,4.8357,3.9827,6.828
48.720881,2.7755,5.8308,2.7463,7.017
48.725063,2.8218,6.3714,1.0885,7.053
48.729350,2.7215,6.2928,-0.7964,6.902
48.734069,2.4355,5.3546,-2.7615,6.498
48.739206,2.1409,3.6847,-4.5026,6.199
48.744191,1.9771,1.2339,-6.1006,6.531
48.749233,1.9170,-1.5468,-8.3774,8.732
48.753871,1.8198,-4.1000,-12.0509,12.859
48.758356,1.0065,-6.0549,-14.8426,16.062
48.763450,0.3045,-6.9525,-13.9182,15.561
48.767933,0.6082,-6.7943,-9.1848,11.441
48.773267,0.8453,-6.4402,-4.8462,8.104
48.778413,0.9661,-6.4357,-1.4655,6.671
48.782791,0.6248,-7.7365,2.9754,8.312
48.787707,-0.6752,-10.3098,9.9273,14.328
48.792032,-2.6258,-13.2766,17.5374,22.152
48.797298,-3.2275,-14.0201,19.7753,24.455
48.801491,-2.1679,-11.0136,16.5322,19.983
48.807357,-0.1165,-6.0524,11.5557,13.045
48.811098,1.5345,-1.4189,3.8513,4.382
48.815807,2.6115,2.2008,-6.4347,7.285
48.820847,3.1377,4.9429,-16.0512,17.086
48.825438,3.0742,7.1202,-22.9080,24.185
48.830395,2.5092,8.7543,-26.1171,27.659
48.835606,1.4807,9.9249,-25.5526,27.452
48.840626,-0.0028,10.4991,-22.1800,24.539
48.846135,-1.6281,10.3621,-16.6534,19.681
48.850321,-3.3074,10.0893,-10.7234,15.091
48.854780,-5.3444,9.7951,-4.5253,12.041
48.860406,-8.5773,9.0178,3.4968,12.927
48.865988,-12.1687,6.8250,11.3783,18.003
48.870146,-13.1881,4.0271,10.2989,17.211
48.874574,-12.5690,1.1722,4.8577,13.526
48.879550,-10.8252,-1.1454,-0.2471,10.888
48.883957,-8.8703,-2.9592,-4.0385,10.186
48.888751,-6.3320,-4.2149,-5.7568,9.539
48.893522,-3.1270,-4.8966,-6.3578,8.613
48.898790,0.2776,-5.2324,-6.7776,8.567
48.903905,3.3834,-5.2253,-6.9239,9.311
48.908605,5.7265,-5.0171,-6.3567,9.918
48.912917,7.1726,-4.7042,-5.2893,10.077
48.917908,7.8961,-4.2796,-3.9217,9.800
48.923671,7.4718,-3.5310,-2.5515,8.649
48.927463,5.7506,-2.4782,-1.6347,6.472
48.931557,3.6209,-1.4347,-1.0685,4.039
48.937206,1.6278,-0.5750,-1.0053,1.998
48.941345,0.0199,0.1680,-1.0222,1.036
48.946723,-1.2881,0.7684,-0.8007,1.700
48.951362,-2.2007,1.2192,-0.4485,2.556
48.957068,-2.7959,1.6019,-0.3071,3.237
48.961106,-3.0611,1.8545,-0.6865,3.644
48.965721,-3.0572,1.9438,-1.3482,3.865
48.970735,-3.0360,1.9535,-2.2406,4.249
48.975275,-2.9014,1.7618,-3.0576,4.569
48.980396,-2.7235,1.4502,-3.5011,4.667
48.985183,-2.3952,1.1622,-3.5605,4.446
48.990397,-2.0011,0.7665,-3.2546,3.897
48.995323,-1.5564,0.3443,-2.5423,3.001
49.000145,-1.0835,-0.0728,-1.7549,2.064
49.005187,-0.6708,-0.3584,-1.1622,1.389
49.009601,-0.3619,-0.5482,-0.8686,1.089
49.014620,0.0397,-0.6640,-0.7029,0.968
49.018930,0.3236,-0.6534,-0.6639,0.986
49.024144,0.5192,-0.5979,-0.6284,1.011
49.028564,0.5321,-0.5455,-0.6056,0.973
49.034018,0.4467,-0.5009,-0.4694,0.819
49.039445,0.2990,-0.4044,-0.2519,0.562
49.043739,0.1365,-0.2247,-0.0259,0.264
49.048030,-0.0796,-0.0743,0.2774,0.298
49.053480,-0.3852,0.0588,0.4065,0.563
49.058635,-0.7037,0.1055,0.5310,0.888
49.062826,-0.9938,0.1471,0.8343,1.306
49.067936,-1.3291,0.2388,0.9410,1.646
49.073051,-1.4127,0.3518,1.1261,1.841
49.077902,-1.3644,0.4645,1.2698,1.921
49.082813,-1.1799,0.6200,1.3677,1.910
49.087049,-0.8338,0.7395,1.3745,1.770
49.091539,-0.3676,0.8133,1.3338,1.605
49.097209,0.1343,0.8558,1.2272,1.502
49.102179,0.6089,0.8693,0.8910,1.386
49.106538,1.0894,0.8943,0.5898,1.528
49.112317,1.4677,0.9379,0.3621,1.779
49.116379,1.8057,0.9571,0.3016,2.066
49.120719,2.0814,0.8778,0.4437,2.302
49.125476,2.2476,0.7454,0.6877,2.466
49.130847,2.2355,0.6222,0.6703,2.415
49.135416,2.1935,0.4890,0.7956,2.384
49.140775,2.1481,0.4295,1.0417,2.426
49.145494,2.0473,0.3744,1.2718,2.439
49.150265,1.8558,0.2327,1.3876,2.329
49.154881,1.6749,0.0309,1.5013,2.249
49.160243,1.3646,-0.2767,1.4553,2.014
49.164118,1.1189,-0.6014,1.2569,1.787
49.169899,0.9484,-0.7587,1.4455,1.888
49.174318,0.9542,-0.8393,2.1849,2.528
49.179624,1.0034,-0.7137,2.8041,3.063
49.183751,0.8901,-0.5903,3.5158,3.674
49.188647,0.6723,-0.5335,3.8711,3.965
49.193441,0.3937,-0.5866,4.0164,4.078
49.198394,0.1288,-0.6559,4.2051,4.258
49.203306,-0.0576,-0.7032,4.6398,4.693
49.208365,-0.0935,-0.5942,5.1975,5.232
49.213115,-0.0787,-0.4175,5.6668,5.683
49.218014,0.0050,-0.3169,5.7277,5.736
49.222414,0.1617,-0.3642,5.2014,5.217
49.227426,0.4009,-0.6674,4.3160,4.386
49.232065,0.7548,-1.1684,3.4495,3.719
49.236720,1.4482,-1.6420,3.2594,3.927
49.242392,2.1411,-2.0042,3.2478,4.376
49.246348,2.7359,-2.2049,3.2122,4.761
