time,ax,ay,az (m/s^2),aT (m/s^2)
34.378023,0.0127,0.0950,0.0423,0.105
34.383008,0.0530,0.0814,0.0150,0.098
34.387454,0.0974,0.1962,-0.0688,0.230
34.393020,0.0888,0.2770,-0.1757,0.340
34.398113,-0.0008,0.3264,-0.2699,0.423
34.402431,-0.0500,0.2355,-0.2376,0.338
34.407430,-0.0234,0.2098,-0.1793,0.277
34.412497,0.0169,0.3150,-0.2097,0.379
34.416930,0.0020,0.3767,-0.2896,0.475
34.421858,-0.0111,0.3883,-0.2902,0.485
34.426025,-0.1315,0.3313,-0.2764,0.451
34.431225,-0.1447,0.2654,-0.2198,0.374
34.435948,-0.1295,0.1789,-0.1043,0.244
34.440898,-0.1028,0.1667,-0.0533,0.203
34.445730,-0.0739,0.1689,-0.0043,0.184
34.450666,-0.0236,0.1686,0.0613,0.181
34.455589,-0.0071,0.1968,0.0720,0.210
34.460303,0.0020,0.1417,0.1327,0.194
34.465904,-0.0584,0.0162,0.2547,0.262
34.470359,-0.1949,-0.1034,0.3709,0.432
34.475100,-0.1786,-0.1221,0.4554,0.504
34.480571,-0.1913,-0.1500,0.5131,0.568
34.484540,-0.2161,-0.2582,0.6058,0.693
34.489772,-0.1650,-0.3868,0.6124,0.743
34.494196,-0.1215,-0.4645,0.5832,0.755
34.499002,-0.0163,-0.4182,0.5260,0.672
34.504419,0.0264,-0.3034,0.4174,0.517
34.508876,0.0617,-0.2372,0.2812,0.373
34.515499,0.0398,-0.2309,0.1413,0.274
34.518959,-0.0269,-0.1866,0.0688,0.201
34.523705,-0.0102,-0.0952,0.0158,0.097
34.528383,-0.0723,0.0002,0.0060,0.073
34.533089,-0.0650,0.0855,-0.0108,0.108
34.538297,-0.0582,0.1131,-0.0420,0.134
34.542362,-0.0372,0.0955,-0.1040,0.146
34.547268,-0.0402,0.0162,-0.1349,0.142
34.552609,-0.0384,-0.0481,-0.0638,0.089
34.556825,0.0155,-0.1095,0.0420,0.118
34.562105,0.0551,-0.1135,0.1565,0.201
34.567872,0.0731,-0.1010,0.2084,0.243
34.571219,0.0435,-0.0957,0.1983,0.224
34.576538,0.0024,-0.1403,0.1525,0.207
34.581554,-0.0458,-0.1868,0.1161,0.225
34.586970,-0.0721,-0.2188,0.0773,0.243
34.590775,-0.0721,-0.1721,0.0814,0.204
34.596469,-0.0436,-0.1472,0.0996,0.183
34.601214,-0.0034,-0.1463,0.1103,0.183
34.605513,0.0246,-0.1335,0.0615,0.149
34.610738,0.0051,-0.1185,0.0344,0.123
34.615749,0.0166,-0.1108,0.0832,0.140
34.620033,0.0020,-0.1103,0.1672,0.200
34.624659,0.0134,-0.0812,0.2007,0.217
34.631540,-0.0252,-0.0262,0.1648,0.169
34.634215,-0.0448,0.0355,0.0887,0.106
34.640754,-0.0930,0.0588,0.0105,0.111
34.644784,-0.1055,0.0465,-0.0412,0.122
34.649776,-0.0850,0.0415,-0.0760,0.121
34.653439,-0.0625,0.0461,-0.0540,0.095
34.658805,-0.0332,0.0507,-0.0131,0.062
34.662952,0.0100,0.0506,0.0203,0.055
34.668131,0.0554,0.0101,-0.0062,0.057
34.672902,0.0437,-0.0350,-0.0588,0.081
34.677180,0.0442,-0.0869,-0.1016,0.141
34.682393,0.0449,-0.0910,-0.0305,0.106
34.688151,0.1120,-0.0926,0.0706,0.162
34.691651,0.1578,-0.0874,-0.0004,0.180
34.696917,0.2772,-0.1369,-0.1188,0.331
34.702017,0.3917,-0.1888,-0.1206,0.451
34.706153,0.4567,-0.2169,-0.2774,0.577
34.713205,0.5391,-0.2668,-0.5236,0.797
34.716719,0.6485,-0.2858,-0.5793,0.915
34.721014,0.7350,-0.2081,-0.4574,0.890
34.726449,0.4067,-0.2954,-0.3235,0.598
34.731049,0.2455,-0.4771,-0.2417,0.588
34.736202,0.0498,-0.5765,-0.1687,0.603
34.740823,-0.3135,-0.6107,-0.2032,0.716
34.746132,-0.4139,-0.3782,-0.2697,0.622
34.750904,-0.3149,-0.0548,-0.4554,0.556
34.755165,-0.0482,-0.0047,-0.5522,0.554
34.761270,0.1479,-0.1665,-0.4560,0.507
34.765502,0.3080,-0.3701,-0.3775,0.612
34.770583,0.3633,-0.4276,-0.2996,0.636
34.774698,0.3521,-0.3328,-0.3624,0.605
34.779292,0.2626,-0.1772,-0.0543,0.321
34.785137,0.0546,0.0155,0.0712,0.091
34.789605,-0.0410,0.0952,0.0535,0.117
34.794016,-0.2698,0.1509,0.0242,0.310
34.799412,-0.3749,0.2424,0.1280,0.464
34.803995,-0.3901,0.3289,0.1599,0.535
34.808480,-0.5819,0.3628,0.1778,0.708
34.814336,-0.7308,0.4872,0.2195,0.905
34.818681,-0.7946,0.6158,0.2113,1.027
34.823746,-0.7569,0.5563,0.2578,0.974
34.827589,-0.6043,0.4004,0.3538,0.807
34.834011,-0.4056,0.1722,0.3940,0.591
34.837424,-0.1873,-0.0541,0.3604,0.410
34.842912,0.1076,-0.2477,0.4222,0.501
34.846977,0.2464,-0.4233,0.3792,0.619
34.852009,0.4031,-0.4431,0.2933,0.667
34.857021,0.7362,-0.3748,0.0935,0.831
34.862152,0.5337,-0.2697,0.0117,0.598
34.866220,0.3359,-0.0896,-0.0075,0.348
34.871503,0.6101,0.0887,0.0372,0.618
34.876547,0.5851,0.1636,-0.0305,0.608
34.882258,0.6878,0.3164,0.0109,0.757
34.886931,0.7565,0.4688,0.0619,0.892
34.891234,1.6458,1.3467,0.1182,2.130
34.895151,0.9683,0.2196,-0.0408,0.994
34.900780,-0.1350,-0.2038,-0.3701,0.444
34.905035,0.4821,0.1379,-0.1619,0.527
34.910882,1.1071,0.5428,0.1496,1.242
34.914587,1.0039,0.7706,0.0665,1.267
34.919431,0.6890,0.9129,-0.0237,1.144
34.924725,0.5266,1.1300,-0.0940,1.250
34.930015,0.5281,1.2237,0.0030,1.333
34.934187,-0.0582,1.2783,-0.0382,1.280
34.938710,-0.1590,1.4390,0.0777,1.450
34.944056,-0.5265,1.5933,0.2666,1.699
34.948782,-0.6200,1.6750,0.3619,1.822
34.953388,-0.8593,1.6276,0.4377,1.892
34.958392,-1.1917,1.4239,0.4282,1.906
34.962947,-1.2584,1.3338,0.4835,1.896
34.967676,-1.1310,1.3967,0.3984,1.841
34.973901,-0.7568,1.6022,0.4209,1.821
34.978006,-0.2367,1.7211,0.4010,1.783
34.983417,0.2107,1.6608,0.2852,1.698
34.988534,0.4690,1.5668,0.1336,1.641
34.992336,0.6103,1.5518,-0.0248,1.668
34.997318,0.6783,1.5627,-0.2293,1.719
35.002349,0.3813,1.5293,-0.7932,1.764
35.006755,-1.5285,-0.8364,-3.3963,3.817
35.011925,-2.3802,-1.0771,-1.0746,2.825
35.016852,-2.4999,0.2196,-2.2173,3.349
35.021560,-1.8066,0.7910,-1.6268,2.557
35.026140,-1.9542,-0.6164,-0.9683,2.266
35.031923,-1.6939,-2.7617,0.8858,3.359
35.037012,-0.1566,-4.0270,1.7452,4.392
35.040782,1.3402,-4.1223,1.2815,4.520
35.045391,1.8303,-3.4968,-0.0416,3.947
35.050443,1.5582,-2.6774,-1.0849,3.282
35.055581,0.8966,-1.6710,-1.2934,2.295
35.059915,0.2148,-0.7209,-0.9954,1.248
35.065015,-0.1292,-0.3962,-0.2798,0.502
35.070585,-0.2740,-0.4664,0.3293,0.633
35.075453,-0.1336,-0.3957,0.7224,0.834
35.079522,0.0602,-0.2369,0.7925,0.829
35.084318,0.1732,-0.2914,0.6475,0.731
35.088802,0.2154,-0.3247,0.3979,0.557
35.093412,0.1838,-0.3653,0.1530,0.437
35.100210,0.2607,-0.4611,0.0635,0.533
35.103956,0.4054,-0.5404,-0.0738,0.680
35.108784,0.5224,-0.6558,-0.1341,0.849
35.113088,0.5325,-0.6160,-0.0100,0.814
35.118053,0.3705,-0.3204,0.2076,0.532
35.124014,0.0859,0.0110,0.3822,0.392
35.127388,-0.1562,0.1654,0.3535,0.420
35.132198,-0.2317,0.2649,0.2603,0.438
35.137245,-0.1354,0.2687,0.1908,0.356
35.141951,-0.0248,0.1387,0.0038,0.141
35.147298,0.0425,0.0374,-0.1306,0.142
35.151436,0.0739,0.0487,-0.2605,0.275
35.156866,-0.0289,0.0456,-0.2113,0.218
35.161744,-0.0890,0.0307,-0.1435,0.172
35.166799,-0.2452,-0.0725,-0.0255,0.257
35.171299,-0.1580,-0.0223,0.1041,0.191
35.176230,-0.1263,-0.0653,0.1335,0.195
35.181152,0.0032,0.0042,0.2251,0.225
35.185814,0.0129,-0.0865,0.1157,0.145
35.190556,-0.0544,-0.0288,0.1287,0.143
35.195163,-0.0623,0.0219,0.2375,0.246
35.201059,-0.1254,0.0152,0.2937,0.320
35.205187,-0.1359,-0.0394,0.1993,0.244
35.210996,-0.1547,-0.2154,0.2575,0.370
35.214762,-0.0437,-0.0949,-0.0421,0.113
35.219765,0.1105,-0.0273,0.3072,0.328
35.224635,-0.0880,-0.3612,0.2368,0.441
35.230239,-0.0662,-0.3191,0.2153,0.391
35.233807,0.1614,0.1532,0.4146,0.471
35.239702,-0.1616,-0.4343,0.4581,0.652
35.243433,-0.2628,-0.1598,0.3582,0.472
35.248687,-0.2307,0.0475,0.3637,0.433
35.252983,-0.2164,0.0183,0.2506,0.332
35.258253,-0.1999,-0.1591,0.5434,0.600
35.262885,-0.3666,0.0707,-0.0076,0.373
35.268376,0.0176,0.0010,0.3507,0.351
35.272743,0.0241,-0.1716,0.3069,0.352
35.277553,-0.0172,-0.3775,0.2867,0.474
35.282033,0.0063,-0.3106,-0.0305,0.312
35.287191,0.1186,-0.3133,-0.1960,0.388
35.291923,-0.0100,-0.5721,-0.0008,0.572
35.297428,-0.1383,-0.2306,-0.2855,0.392
35.301298,0.3380,-0.0718,-0.7839,0.857
35.307137,0.4204,-0.4277,-0.1441,0.617
35.311094,0.1250,-0.4054,-0.2559,0.495
35.316311,0.0767,-0.1848,-0.1187,0.233
35.320891,0.1319,-0.2756,-0.1444,0.338
35.326771,0.1587,-0.2564,-0.1534,0.338
35.330412,0.1693,-0.1824,-0.1264,0.279
35.336139,0.1205,-0.2090,-0.0965,0.260
35.340208,0.0434,-0.2547,0.0031,0.258
35.345765,0.0550,-0.2455,0.0217,0.252
35.350340,-0.0027,-0.2434,0.1149,0.269
35.354559,-0.0318,-0.1671,0.1725,0.242
35.360175,-0.0921,-0.1410,0.1874,0.252
35.364953,-0.0807,-0.1196,0.2097,0.255
35.369610,-0.0719,-0.1030,0.1126,0.169
35.374399,-0.0081,-0.0841,0.0327,0.091
35.379508,0.0127,-0.1058,-0.0277,0.110
35.384151,-0.0001,-0.0581,-0.0064,0.058
35.388705,-0.0991,0.0471,0.1133,0.158
35.393461,-0.2558,0.0638,0.3075,0.405
35.398368,-0.2044,0.0375,0.3247,0.386
35.402876,-0.0981,-0.0772,0.2753,0.302
35.407888,0.0539,-0.0818,-0.0657,0.118
35.412926,0.0959,-0.0555,-0.1360,0.175
35.418656,0.0567,-0.0889,-0.0720,0.128
35.423130,0.0559,-0.0745,0.0471,0.104
35.428349,0.0505,-0.1343,0.1495,0.207
35.433185,0.0234,-0.1700,0.1371,0.220
35.437840,0.0154,-0.1292,0.1105,0.171
35.441978,0.0077,-0.0909,0.1386,0.166
35.447464,0.1008,-0.1772,-0.1039,0.229
35.452509,0.2041,-0.2827,-0.3464,0.492
35.456512,0.1979,-0.2879,-0.4050,0.535
35.461472,0.1418,-0.2263,-0.3441,0.436
35.467129,0.0882,-0.0692,-0.2953,0.316
35.471779,-0.0345,-0.0462,-0.2539,0.260
35.476243,-0.0375,-0.1715,0.0699,0.189
35.480526,-0.0692,-0.1531,0.1831,0.248
35.486237,-0.1059,-0.1801,0.1814,0.277
35.491392,-0.0972,-0.1425,0.1126,0.206
35.495459,-0.0455,-0.1623,-0.0014,0.169
35.499867,0.0184,-0.1822,-0.0269,0.185
35.504743,0.1113,-0.1567,-0.1337,0.234
35.511146,0.1684,-0.1577,-0.2144,0.315
35.514509,0.1850,-0.1205,-0.1635,0.275
35.520059,0.1050,-0.0638,-0.0977,0.157
35.524917,-0.0694,0.0044,-0.0088,0.070
35.528667,-0.1192,0.0507,0.0482,0.138
35.533426,-0.0903,-0.0600,0.0025,0.108
35.538817,0.0430,-0.1438,-0.1071,0.184
35.543477,0.1274,-0.1722,-0.2420,0.323
35.548019,0.1852,-0.1079,-0.3285,0.392
35.553190,0.0289,-0.1177,-0.0105,0.122
35.558558,-0.0316,0.0199,0.0674,0.077
35.562561,-0.0683,0.0378,0.1162,0.140
35.567848,-0.0195,0.0390,0.0794,0.091
35.573586,-0.0688,0.0214,0.1735,0.188
35.577974,-0.0896,0.0207,0.1152,0.147
35.582284,-0.1034,0.1127,0.1455,0.211
35.586911,-0.1438,0.1235,0.1759,0.259
35.591586,-0.1294,0.2434,0.2086,0.346
35.596948,-0.2130,0.1607,0.0986,0.284
35.601277,-0.0466,0.0099,0.1300,0.139
35.606532,-0.0005,0.0243,0.0260,0.036
35.611319,-0.0785,0.0054,-0.0345,0.086
35.616050,-0.0255,-0.0133,0.1315,0.135
35.620504,-0.0109,-0.0152,0.2370,0.238
35.626162,-0.0083,-0.0951,0.1801,0.204
35.630832,-0.3294,-0.3928,0.3678,0.631
35.635022,0.1471,0.1400,-0.6341,0.666
35.640821,0.0588,-0.5494,0.0998,0.562
35.644946,0.3117,-0.0274,-0.1866,0.364
35.650021,0.3168,-0.2320,-0.3972,0.559
35.654483,0.2090,-0.6821,-0.4140,0.825
35.660133,0.1193,-0.5328,-0.2980,0.622
35.663915,0.0642,-0.5724,-0.0665,0.580
35.668844,0.0595,-0.3340,0.0492,0.343
35.674064,-0.0853,-0.3160,0.2757,0.428
35.679398,-0.1316,-0.2909,0.3246,0.455
35.684517,-0.0565,-0.3254,0.2407,0.409
35.687880,0.1494,-0.1889,0.1454,0.281
35.693913,0.1808,-0.2150,0.1751,0.331
35.698417,0.1002,-0.2575,0.1791,0.329
35.703064,0.0153,0.0756,0.0238,0.081
35.707817,-0.1020,-0.1164,0.2194,0.268
35.712787,-0.0335,-0.0241,0.2734,0.277
35.717160,-0.0633,-0.0227,0.1706,0.183
35.722339,-0.0575,0.0453,0.1309,0.150
35.727834,-0.0232,0.0725,0.1015,0.127
35.732031,-0.0799,0.0783,0.1341,0.175
35.736826,-0.0414,0.0960,0.0125,0.105
35.741948,-0.0034,0.0685,0.0107,0.069
35.747576,-0.0490,-0.0347,0.0804,0.100
35.752197,-0.0261,-0.1058,0.0810,0.136
35.756739,0.6655,-0.0836,0.0769,0.675
35.761764,0.2735,-0.3819,-0.1446,0.492
35.767119,0.8963,-0.3858,0.1272,0.984
35.770871,0.5795,-0.4469,-0.2253,0.766
35.775475,0.0658,-0.0517,-0.0974,0.128
35.780393,-0.3046,0.0249,-0.0395,0.308
35.785142,-0.0252,0.1321,0.3244,0.351
35.789972,0.5551,-0.0723,0.1127,0.571
35.795257,1.2457,-0.5224,-0.0662,1.352
35.800342,1.4403,-0.6012,-0.4343,1.620
35.804122,1.1953,-0.6940,-0.7142,1.556
35.810153,0.7078,-0.3421,-0.7477,1.085
35.814228,0.5134,-0.2257,-0.3487,0.660
35.819930,0.4930,-0.1145,0.0330,0.507
35.823749,0.7711,-0.2154,0.0576,0.803
35.829711,1.0495,-0.3868,-0.0462,1.120
35.833945,1.1222,-0.5333,-0.2633,1.270
35.838559,0.8787,-0.5503,-0.3525,1.095
35.843508,0.6440,-0.3867,-0.3365,0.823
35.852510,0.6291,-0.3049,-0.0164,0.699
35.853511,0.7727,-0.1833,0.1184,0.803
35.858467,0.8768,-0.3900,0.1935,0.979
35.862342,0.8350,-0.4240,0.1190,0.944
35.867172,0.7170,-0.3578,0.0646,0.804
35.872512,0.7131,-0.1351,0.0510,0.728
35.877977,0.5597,-0.0188,0.1607,0.583
35.881965,0.0081,0.1395,0.1491,0.204
35.887004,-0.1201,0.3563,-0.3971,0.547
35.891267,0.3804,0.0921,-0.1763,0.429
35.897263,1.0425,-0.4949,0.1151,1.160
35.901118,1.5571,-0.8206,-0.2155,1.773
35.906214,1.4727,-0.8711,-0.4395,1.767
35.910942,0.8106,-0.7079,-0.3254,1.124
35.916343,0.1349,-0.1140,-0.2627,0.317
35.920127,-0.1591,0.1525,0.0038,0.220
35.925370,0.1868,0.1465,0.1971,0.309
35.930509,0.7310,-0.2058,0.5699,0.949
35.936292,1.0839,-0.2776,0.5435,1.244
35.940318,0.7653,-0.4677,0.3877,0.977
35.945089,0.2168,-0.2525,0.3051,0.452
35.949639,-0.1358,0.0680,0.3164,0.351
35.954455,-0.2972,0.2795,0.2898,0.500
35.959902,-0.0787,0.2237,0.4796,0.535
35.964217,0.2589,-0.0310,0.5613,0.619
35.968501,0.3945,-0.2741,0.3621,0.602
35.974735,0.4846,-0.3588,0.1119,0.613
35.978648,0.2726,-0.2934,-0.1199,0.418
35.983415,0.1168,-0.2569,-0.2100,0.352
35.988264,0.2451,-0.2945,-0.2711,0.469
35.993019,0.2495,-0.3771,-0.0520,0.455
35.997456,0.0730,-0.3286,0.2033,0.393
36.004018,-0.0962,0.0520,0.1615,0.195
36.008327,-0.7130,0.3944,0.6490,1.042
36.012774,-1.3901,0.6519,1.8094,2.373
36.016766,-1.7135,0.9343,2.5612,3.220
36.021597,-1.4920,0.9536,2.5021,3.065
36.027115,-0.2201,1.2458,-0.1502,1.274
36.031471,0.1864,-0.6138,-0.5326,0.834
36.035804,-0.4459,-1.3682,0.6715,1.588
36.042453,0.2571,-0.4087,0.2444,0.541
36.046513,0.4826,-0.5699,0.4188,0.856
36.050305,0.0406,-1.1996,0.8767,1.486
36.055342,-0.2170,-0.3053,0.0552,0.379
36.060100,-0.1994,-0.0674,-0.9472,0.970
36.064759,-0.1113,-0.6431,-0.2655,0.705
36.070880,-0.1810,-0.3407,0.7521,0.845
36.075210,-0.0434,0.2556,-0.2899,0.389
36.079532,0.3932,0.0118,-0.7141,0.815
36.084299,0.8902,-0.4760,-0.8895,1.345
36.089639,0.7350,-0.0477,-0.5953,0.947
36.094412,0.4715,-0.1751,-1.1079,1.217
36.099223,0.3150,-0.3960,-1.2112,1.313
36.104197,0.5883,-0.3445,-1.0014,1.212
36.108936,0.8004,-0.2360,-1.0766,1.362
36.114157,1.0763,-0.3528,-0.9385,1.471
36.118709,1.0114,-0.6277,-0.6763,1.369
36.124183,1.0887,-0.0536,-1.1433,1.580
36.128952,0.7752,-0.0305,-1.1963,1.426
36.133527,0.6159,-0.5074,-0.7423,1.090
36.138624,0.3535,-0.2830,-0.4943,0.670
36.142621,0.1236,0.1597,-0.2958,0.358
36.147823,0.0626,-0.1159,-0.3140,0.340
36.152666,-0.1617,0.4097,-0.5934,0.739
36.157481,0.5718,0.3700,-0.3207,0.753
36.162292,0.2957,-0.4158,-0.2539,0.570
36.166887,0.3931,-0.2154,-0.5362,0.699
36.171958,0.5170,0.2356,-0.9041,1.068
36.177385,0.8520,0.2269,-0.8096,1.197
36.181830,1.1661,0.0410,-0.7797,1.403
36.186447,1.2592,0.0128,-0.8954,1.545
36.191230,1.0480,0.0297,-0.8840,1.371
36.196017,0.6638,0.0773,-0.6434,0.928
36.200738,0.4505,0.2705,-0.4964,0.723
36.206074,0.2379,0.2769,-0.4432,0.574
36.210739,0.2506,0.0895,-0.2872,0.392
36.215418,0.3426,-0.1527,-0.1458,0.402
36.221708,0.4727,-0.2871,-0.1411,0.571
36.224736,0.4083,-0.2179,-0.2252,0.515
36.230481,0.2535,-0.2271,-0.1570,0.375
36.234948,0.0316,-1.1664,0.3288,1.212
36.240238,-1.5673,-0.0652,-0.5562,1.664
36.244630,0.1710,1.4597,0.0890,1.472
36.249560,-0.4056,-0.5013,0.1027,0.653
36.254014,-0.4082,-0.6544,0.0373,0.772
36.260020,0.1231,0.2877,-0.3389,0.461
36.264128,0.3877,0.0685,-0.5138,0.647
36.268585,0.2824,-0.3994,-0.5306,0.722
36.273991,0.0515,-0.0252,-0.5759,0.579
36.278549,-0.1620,0.4465,-0.5728,0.744
36.282890,-0.2294,0.3342,-0.4596,0.613
36.287657,-0.1604,0.0236,-0.4107,0.442
36.293226,0.0163,-0.0690,-0.2922,0.301
36.297555,0.1264,-0.0181,-0.2425,0.274
36.301993,-0.0572,0.0900,-0.2666,0.287
36.307031,-0.3005,0.2363,-0.2614,0.463
36.311742,-0.4629,0.3803,-0.2990,0.670
36.316847,-0.3721,0.3520,-0.3505,0.621
36.321501,-0.2051,0.1565,-0.1409,0.294
36.326646,-0.1529,0.0330,0.0473,0.163
36.331155,-0.2060,0.0028,0.0775,0.220
36.336693,-0.3051,-0.0127,0.0360,0.308
36.340847,-0.3168,0.0509,-0.1036,0.337
36.346077,-0.2436,0.0884,-0.0641,0.267
36.350933,-0.1212,0.0901,-0.0031,0.151
36.355341,-0.0069,0.1016,0.0360,0.108
36.362603,0.0444,-0.1330,-0.0728,0.158
36.366130,0.0781,-0.2451,0.0003,0.257
36.370275,0.1035,-0.0723,0.0327,0.130
36.374722,0.0873,0.0502,-0.0474,0.111
36.380529,0.0132,0.0078,0.0444,0.047
36.385289,-0.1401,0.0563,0.1427,0.208
36.389425,-0.1864,0.2650,0.0995,0.339
36.394675,-0.2070,0.4163,0.0268,0.466
36.399589,-0.1473,0.4216,0.0536,0.450
36.403651,0.0294,0.3838,0.0389,0.387
36.408593,0.0242,0.2360,0.0382,0.240
36.413813,-0.1296,0.1123,0.0637,0.183
36.418916,-0.2259,-0.0109,0.1487,0.271
36.423975,-1.3068,-0.8598,0.9440,1.827
36.428377,-1.0481,-0.3493,-0.3992,1.175
36.433213,0.7127,1.2978,0.8453,1.705
36.438332,0.1119,-0.8590,0.0718,0.869
36.443073,0.3934,-0.9398,0.3444,1.075
36.447931,0.2831,-0.4947,0.0716,0.574
36.452386,0.0065,-0.4137,0.2343,0.475
36.457397,-0.3560,-0.3734,0.4571,0.689
36.461874,-0.5081,-0.2829,0.5625,0.809
36.468445,-0.2970,-0.2258,0.5697,0.681
36.471389,0.1390,-0.3985,0.4479,0.615
36.476867,0.4632,-0.5400,0.2643,0.759
36.481699,0.2427,-0.4496,0.4378,0.673
36.486292,-0.2026,-0.2564,0.5498,0.640
36.490907,-0.4641,-0.0584,0.4110,0.623
36.496082,-0.4126,-0.0015,0.1031,0.425
36.500584,-0.0600,-0.1072,-0.1875,0.224
36.505644,0.2857,-0.2106,-0.5255,0.634
36.510403,0.5000,-0.2327,-0.5643,0.789
36.515359,0.4352,-0.2167,-0.6292,0.795
36.520147,0.1550,-0.2042,-0.4921,0.555
36.525728,-0.0253,-0.0590,-0.4227,0.428
36.529659,-0.0878,0.0257,-0.3136,0.327
36.534378,0.0042,0.0788,-0.3268,0.336
36.540490,0.2642,0.0222,-0.2786,0.385
36.544984,0.4300,0.0823,-0.2146,0.488
36.549722,0.3837,0.0823,-0.0804,0.401
36.553865,0.0267,0.1108,0.0861,0.143
36.559276,-0.1090,0.1913,0.1466,0.265
36.563791,-0.0423,0.1478,0.2016,0.254
36.568835,0.0903,0.0406,0.1161,0.153
36.574071,0.3951,-0.0349,-0.0899,0.407
36.578109,0.6386,-0.1526,-0.3512,0.745
36.583174,0.6650,-0.2600,-0.2560,0.759
36.587995,0.3192,-0.2171,-0.0831,0.395
36.592746,-0.0877,-0.1271,-0.0942,0.181
36.597768,-0.4040,-0.0092,-0.1357,0.426
36.601909,-0.3269,0.0558,-0.3475,0.480
36.607364,-0.0393,-0.0389,-0.4554,0.459
36.611888,0.2845,-0.2183,-0.4127,0.547
36.616376,0.3733,-0.2467,-0.4246,0.617
36.621088,0.3379,-0.1846,-0.3292,0.507
36.627136,0.1959,-0.0922,-0.3249,0.390
36.631500,0.0693,0.0493,-0.1524,0.175
36.636235,-0.1279,0.0757,0.0373,0.153
36.640663,-0.0604,0.1376,0.0663,0.164
36.645671,0.0774,0.1183,0.0190,0.143
36.651224,0.2644,-0.0054,-0.0922,0.280
36.655604,0.2557,-0.1804,-0.0581,0.318
36.660345,0.1308,-0.1784,0.1133,0.249
36.664890,-0.0884,-0.0456,0.2192,0.241
36.671287,-0.2305,-0.0208,0.2100,0.312
36.675095,-0.2646,0.0110,0.2008,0.332
36.680828,-0.0490,0.0449,-0.0269,0.072
36.685607,0.1506,0.0002,-0.2596,0.300
36.689840,0.4109,-0.0824,-0.5072,0.658
36.693821,0.4583,-0.1643,-0.5625,0.744
36.699579,0.4177,-0.1743,-0.5910,0.744
36.703488,0.3012,-0.2958,-0.3954,0.578
36.709559,0.2713,-0.3829,-0.2885,0.551
36.713749,0.1846,-0.2485,-0.2577,0.403
36.718315,-0.0227,-0.1199,-0.2431,0.272
36.723573,-0.1646,-0.0728,-0.1545,0.237
36.728554,-0.1896,-0.0664,-0.0139,0.201
36.732898,-0.2457,-0.0766,0.1215,0.285
36.737759,-0.1006,-0.0056,0.1614,0.190
36.743360,-0.0050,-0.0466,0.2490,0.253
36.748229,0.0297,-0.0254,0.3245,0.327
36.751945,-0.1051,0.0195,0.4160,0.430
36.757640,-0.3679,0.2020,0.4072,0.585
36.761889,-0.5680,0.2597,0.4272,0.757
36.766331,-0.4597,0.0182,0.3952,0.606
36.771618,-0.4043,-0.3016,0.7246,0.883
36.776546,-0.6330,-0.3716,0.5317,0.906
36.780987,-0.1608,-0.3338,0.6682,0.764
36.786257,0.1317,-0.5481,0.4048,0.694
36.790516,0.2742,-0.6992,0.2417,0.789
36.796023,-0.0945,-0.7567,0.2169,0.793
36.800599,1.9732,-0.0097,0.7202,2.101
36.805432,-3.4351,2.0451,-0.0496,3.998
36.810896,-0.4340,3.2410,0.2065,3.276
36.815179,-1.6912,0.2467,-1.0298,1.995
36.819655,-1.7306,-4.9427,0.8788,5.310
36.824600,-1.3795,-5.0192,3.8711,6.487
36.830839,-0.7479,-1.3047,3.5696,3.873
36.834799,-0.4589,1.9030,2.2512,2.983
36.838852,-0.0372,1.0145,0.5128,1.137
36.844462,-1.4588,-1.8932,-0.2151,2.400
36.848417,-1.1023,-1.9216,-1.0946,2.471
36.855103,-1.9955,0.2450,0.5850,2.094
36.858238,-3.9559,1.0123,-0.2802,4.093
36.863339,-2.9886,-0.0183,-0.4746,3.026
36.867895,-1.1015,-2.7369,0.1024,2.952
36.874348,-0.9347,-4.9378,-0.3093,5.035
36.878191,-2.0582,-4.2449,-0.5089,4.745
36.883587,-2.4928,-2.1976,-1.4763,3.636
36.887741,-3.5061,-1.2625,-1.2195,3.921
36.892208,-2.8890,-1.9282,-0.7612,3.556
36.898176,-2.5649,-3.0307,0.0593,3.971
36.903048,-2.4986,-3.6728,0.1383,4.444
36.906904,-2.1444,-3.5182,0.0001,4.120
36.911420,-1.9524,-2.6564,-0.6824,3.367
36.916855,-1.5967,-2.1719,-1.1939,2.948
36.922085,-2.2169,-1.7489,-0.9951,2.994
36.927013,-2.8487,-1.5689,-0.7637,3.341
36.931371,-2.9123,-1.2444,-0.6313,3.229
36.935931,-3.2655,-0.9287,-0.3968,3.418
36.941517,-3.6222,-0.8275,-0.5323,3.753
36.945748,-3.4545,-0.7950,-0.6194,3.598
36.950848,-3.0318,-0.6973,-0.1935,3.117
36.955330,-2.9435,-0.7762,-0.0458,3.044
36.961432,-2.7307,-1.0747,-0.0688,2.935
36.965359,-2.4729,-1.1505,-0.0722,2.728
36.970172,-2.5056,-1.0924,0.0680,2.734
36.975594,-2.5461,-1.1233,0.5014,2.828
36.979504,-2.7254,-1.5493,0.8496,3.248
36.984200,-2.8092,-1.8677,0.8952,3.490
36.989794,-3.2677,-2.0501,0.9329,3.969
36.993550,-3.2727,-2.4480,1.1632,4.249
36.998667,-3.1144,-2.7002,1.5617,4.408
37.003717,-2.5034,-2.7402,2.0597,4.245
37.008341,-1.9103,-2.8382,1.8287,3.879
