time,gFx,gFy,gFz,TgF
47.89537545,-0.7915,-0.5330,-0.1036,0.960
47.896524721,-0.7786,-0.5470,-0.0892,0.956
47.899035607,-0.7649,-0.5594,-0.0769,0.951
47.901350659,-0.7558,-0.5748,-0.0650,0.952
47.903689305,-0.7473,-0.5956,-0.0545,0.957
47.906515294,-0.7407,-0.6164,-0.0450,0.965
47.908536909,-0.7344,-0.6376,-0.0376,0.973
47.910818263,-0.7283,-0.6554,-0.0281,0.980
47.913389357,-0.7246,-0.6718,-0.0198,0.988
47.916800346,-0.7219,-0.6909,-0.0149,0.999
47.91811269,-0.7190,-0.7119,-0.0122,1.012
47.92060868,-0.7219,-0.7324,-0.0095,1.028
47.922982794,-0.7258,-0.7527,-0.0105,1.046
47.927483002,-0.7268,-0.7720,-0.0142,1.060
47.92810118,-0.7290,-0.7918,-0.0256,1.077
47.930387898,-0.7307,-0.8067,-0.0425,1.089
47.932794096,-0.7344,-0.8230,-0.0640,1.105
47.935018575,-0.7344,-0.8353,-0.0887,1.116
47.937713419,-0.7397,-0.8440,-0.1094,1.128
47.939844305,-0.7480,-0.8497,-0.1270,1.139
47.94264394,-0.7612,-0.8475,-0.1412,1.148
47.946755763,-0.7840,-0.8392,-0.1488,1.158
47.947377482,-0.8137,-0.8245,-0.1500,1.168
47.94960394,-0.8504,-0.8028,-0.1427,1.178
47.952395659,-0.8890,-0.7747,-0.1300,1.186
47.95586993,-0.9293,-0.7414,-0.1124,1.194
47.957332586,-0.9694,-0.7058,-0.0897,1.202
47.959065398,-1.0058,-0.6652,-0.0655,1.208
47.963030398,-1.0387,-0.6254,-0.0401,1.213
47.964455815,-1.0681,-0.5880,-0.0127,1.219
47.966664877,-1.0947,-0.5507,0.0129,1.225
47.968841336,-1.1182,-0.5174,0.0345,1.233
47.971726805,-1.1387,-0.4822,0.0537,1.238
47.973617846,-1.1565,-0.4507,0.0711,1.243
47.976029305,-1.1736,-0.4275,0.0808,1.252
47.978977013,-1.1873,-0.4087,0.0828,1.258
47.98109269,-1.1985,-0.3926,0.0794,1.264
47.984280919,-1.2054,-0.3821,0.0708,1.266
47.985770971,-1.2139,-0.3728,0.0589,1.271
47.988250086,-1.2281,-0.3652,0.0496,1.282
47.992000555,-1.2445,-0.3669,0.0391,1.298
47.993133419,-1.2598,-0.3723,0.0264,1.314
47.995505815,-1.2708,-0.3814,0.0095,1.327
47.998284773,-1.2789,-0.3931,-0.0027,1.338
48.000382169,-1.2840,-0.4077,-0.0017,1.347
48.002813367,-1.2936,-0.4263,0.0098,1.362
48.005834825,-1.3085,-0.4493,0.0256,1.384
48.007920555,-1.3304,-0.4837,0.0386,1.416
48.009877117,-1.3620,-0.5235,0.0452,1.460
48.012644044,-1.3942,-0.5702,0.0408,1.507
48.015130086,-1.4262,-0.6210,0.0232,1.556
48.017813315,-1.4592,-0.6774,-0.0005,1.609
48.019847221,-1.4909,-0.7385,-0.0320,1.664
48.023163732,-1.5178,-0.8028,-0.0694,1.718
48.025500086,-1.5300,-0.8633,-0.1197,1.761
48.027192534,-1.5281,-0.9137,-0.1730,1.789
48.029702325,-1.5186,-0.9564,-0.2248,1.809
48.031717534,-1.5000,-0.9877,-0.2736,1.817
48.034964409,-1.4782,-1.0116,-0.3120,1.818
48.036943263,-1.4570,-1.0275,-0.3384,1.815
48.039057846,-1.4357,-1.0341,-0.3476,1.803
48.041468992,-1.4181,-1.0351,-0.3418,1.789
48.043980138,-1.4030,-1.0270,-0.3198,1.768
48.046758419,-1.3944,-1.0129,-0.2883,1.747
48.048330034,-1.3878,-0.9935,-0.2477,1.725
48.052845086,-1.3871,-0.9723,-0.2016,1.706
48.0540592,-1.3866,-0.9486,-0.1544,1.687
48.055795138,-1.3803,-0.9203,-0.1070,1.662
48.057910398,-1.3678,-0.8912,-0.0691,1.634
48.060360346,-1.3510,-0.8621,-0.0359,1.603
48.062790346,-1.3268,-0.8294,-0.0107,1.565
48.065125815,-1.2970,-0.7996,0.0081,1.524
48.06776394,-1.2652,-0.7673,0.0161,1.480
48.070026232,-1.2285,-0.7368,0.0137,1.433
48.073636023,-1.1902,-0.7087,0.0037,1.385
48.074917013,-1.1492,-0.6855,-0.0142,1.338
48.077373523,-1.1130,-0.6647,-0.0391,1.297
48.079853732,-1.0766,-0.6486,-0.0669,1.259
48.082829513,-1.0422,-0.6366,-0.0968,1.225
48.084844044,-1.0099,-0.6296,-0.1273,1.197
48.087082742,-0.9769,-0.6261,-0.1559,1.171
48.089829982,-0.9486,-0.6256,-0.1752,1.150
48.091843054,-0.9207,-0.6293,-0.1905,1.131
48.094241284,-0.8954,-0.6359,-0.2074,1.118
48.096448679,-0.8685,-0.6435,-0.2230,1.104
48.098887638,-0.8426,-0.6569,-0.2392,1.095
48.102529721,-0.8137,-0.6762,-0.2543,1.088
48.10460269,-0.7830,-0.6977,-0.2687,1.083
48.107252273,-0.7519,-0.7248,-0.2941,1.085
48.109404409,-0.7224,-0.7593,-0.3281,1.098
48.112506544,-0.6989,-0.8006,-0.3655,1.124
48.114198263,-0.6826,-0.8487,-0.4053,1.162
48.116314982,-0.6740,-0.8998,-0.4395,1.207
48.11857545,-0.6689,-0.9513,-0.4739,1.256
48.122192586,-0.6628,-1.0053,-0.5152,1.310
48.123757638,-0.6606,-1.0556,-0.5467,1.360
48.126350607,-0.6650,-1.0981,-0.5699,1.405
48.128884773,-0.6723,-1.1416,-0.5795,1.446
48.130733575,-0.6813,-1.1814,-0.5775,1.481
48.133693263,-0.6853,-1.2210,-0.5655,1.510
48.135725086,-0.6899,-1.2598,-0.5421,1.535
48.138222794,-0.6967,-1.2980,-0.5079,1.558
48.140727117,-0.7058,-1.3351,-0.4773,1.584
48.142931909,-0.7131,-1.3705,-0.4419,1.607
48.145287221,-0.7224,-1.4015,-0.4055,1.628
48.148146179,-0.7324,-1.4235,-0.3708,1.643
48.149983836,-0.7363,-1.4426,-0.3435,1.656
48.152429304,-0.7363,-1.4631,-0.3178,1.668
48.154942221,-0.7422,-1.4751,-0.2880,1.676
48.157441909,-0.7463,-1.4887,-0.2607,1.686
48.160234357,-0.7104,-1.5097,-0.2724,1.691
48.162893263,-0.6608,-1.5151,-0.2900,1.678
48.164973888,-0.6208,-1.4951,-0.3061,1.648
48.166988263,-0.5851,-1.4692,-0.3007,1.610
48.169794877,-0.5563,-1.4382,-0.2956,1.570
48.172468211,-0.5411,-1.4005,-0.2951,1.530
48.174777377,-0.5318,-1.3515,-0.2929,1.482
48.176951179,-0.5172,-1.2904,-0.2863,1.419
48.180241179,-0.4986,-1.2176,-0.2685,1.343
48.182164409,-0.4778,-1.1409,-0.2416,1.260
48.184435659,-0.4595,-1.0654,-0.2089,1.179
48.186791232,-0.4515,-0.9921,-0.1691,1.103
48.188725138,-0.4527,-0.9251,-0.1373,1.039
48.191575554,-0.4490,-0.8636,-0.1033,0.979
48.193836492,-0.4388,-0.8006,-0.0591,0.915
48.196704096,-0.4361,-0.7456,-0.0098,0.864
48.198790554,-0.4356,-0.6977,0.0486,0.824
48.200766909,-0.4405,-0.6518,0.1160,0.795
48.203331336,-0.4480,-0.6059,0.1896,0.777
48.205644409,-0.4549,-0.5604,0.2514,0.764
48.208325659,-0.4695,-0.5286,0.2927,0.765
48.210460659,-0.4805,-0.4998,0.3318,0.769
48.213402794,-0.5013,-0.4761,0.3564,0.778
48.215526232,-0.5206,-0.4549,0.3652,0.782
48.218262377,-0.5423,-0.4371,0.3601,0.784
48.221348888,-0.5585,-0.4231,0.3520,0.784
48.223133002,-0.5804,-0.4087,0.3366,0.786
48.225634773,-0.6090,-0.3977,0.3032,0.788
48.227796284,-0.6386,-0.3894,0.2582,0.791
48.230254096,-0.6726,-0.3848,0.2094,0.803
48.232757117,-0.7062,-0.3848,0.1632,0.821
48.234780086,-0.7361,-0.3843,0.1251,0.840
48.237500502,-0.7749,-0.3887,0.0867,0.871
48.2399617,-0.8169,-0.3970,0.0445,0.909
48.2424142,-0.8545,-0.4011,0.0085,0.944
48.245025763,-0.8902,-0.4019,-0.0391,0.978
48.246899148,-0.9334,-0.4053,-0.1024,1.023
48.249759929,-0.9762,-0.4107,-0.1673,1.072
48.251937377,-1.0207,-0.4163,-0.2206,1.124
48.254149357,-1.0580,-0.4243,-0.2700,1.171
48.256560398,-1.0793,-0.4324,-0.3029,1.202
48.259389929,-1.0896,-0.4371,-0.3129,1.215
48.263883002,-1.1049,-0.4353,-0.3129,1.228
48.264504877,-1.1179,-0.4356,-0.2961,1.236
48.26703295,-1.1088,-0.4353,-0.2858,1.225
48.268623471,-1.1037,-0.4295,-0.2751,1.216
48.272137794,-1.0932,-0.4238,-0.2582,1.201
48.273390294,-1.0800,-0.4190,-0.2462,1.184
48.275939409,-1.0573,-0.4126,-0.2375,1.160
48.27835894,-1.0480,-0.4085,-0.2265,1.147
48.280777638,-1.0248,-0.4016,-0.2179,1.122
48.283213367,-1.0080,-0.3921,-0.2204,1.104
48.285582742,-0.9945,-0.3853,-0.2155,1.088
48.287911544,-0.9752,-0.3794,-0.2013,1.066
48.290310398,-0.9540,-0.3743,-0.1808,1.041
48.292825971,-0.9356,-0.3662,-0.1686,1.019
48.295172794,-0.9156,-0.3603,-0.1595,0.997
48.297466388,-0.8919,-0.3572,-0.1417,0.971
48.300604148,-0.8753,-0.3576,-0.1097,0.952
48.3025667,-0.8514,-0.3625,-0.0725,0.928
48.304870919,-0.8223,-0.3713,-0.0445,0.903
48.307276127,-0.7742,-0.3936,-0.0164,0.869
48.30985295,-0.7111,-0.4229,0.0085,0.827
48.312027794,-0.6540,-0.4595,0.0447,0.801
48.314547117,-0.5985,-0.4810,0.0330,0.769
48.316950346,-0.5470,-0.4903,-0.0276,0.735
48.319804252,-0.5015,-0.5118,-0.0711,0.720
48.322003419,-0.4593,-0.5418,-0.0882,0.716
48.324306231,-0.4160,-0.5655,-0.1170,0.712
48.326856023,-0.3731,-0.5792,-0.1559,0.706
48.329786909,-0.3313,-0.5922,-0.1920,0.705
48.332422377,-0.2941,-0.6032,-0.2211,0.707
48.333934773,-0.2587,-0.6098,-0.2436,0.706
48.336211752,-0.2289,-0.6169,-0.2531,0.705
48.338675086,-0.2062,-0.6254,-0.2509,0.705
48.341499148,-0.1859,-0.6322,-0.2436,0.703
48.344166856,-0.1649,-0.6379,-0.2321,0.699
48.346301127,-0.1473,-0.6400,-0.2199,0.693
48.348476127,-0.1295,-0.6427,-0.1966,0.684
48.350714096,-0.1163,-0.6422,-0.1713,0.675
48.353226596,-0.1033,-0.6405,-0.1451,0.665
48.355741909,-0.0916,-0.6317,-0.1160,0.649
48.357951231,-0.0774,-0.6239,-0.0904,0.635
48.360443002,-0.0657,-0.6129,-0.0613,0.620
48.363229409,-0.0577,-0.6000,-0.0281,0.603
48.371674617,-0.0501,-0.5846,0.0027,0.587
48.372653002,-0.0442,-0.5690,0.0149,0.571
48.373245346,-0.0474,-0.5550,0.0205,0.557
48.373885294,-0.0567,-0.5382,0.0296,0.542
48.376602273,-0.0628,-0.5208,0.0323,0.526
48.378200919,-0.0691,-0.5018,0.0247,0.507
48.379971544,-0.0784,-0.4849,0.0100,0.491
48.38217795,-0.0921,-0.4659,-0.0068,0.475
48.38550394,-0.1072,-0.4476,-0.0234,0.461
48.3873017,-0.1207,-0.4297,-0.0415,0.448
48.390082534,-0.1356,-0.4148,-0.0635,0.441
48.391913627,-0.1542,-0.3999,-0.0743,0.435
48.394287221,-0.1734,-0.3892,-0.0789,0.433
48.396933523,-0.1920,-0.3774,-0.0833,0.432
48.399248002,-0.2028,-0.3657,-0.0902,0.428
48.40249769,-0.2121,-0.3542,-0.0941,0.423
48.403950867,-0.2189,-0.3457,-0.0977,0.421
48.406473836,-0.2274,-0.3371,-0.0987,0.418
48.409289877,-0.2318,-0.3305,-0.1033,0.417
48.412118836,-0.2321,-0.3266,-0.1104,0.416
48.413859929,-0.2343,-0.3222,-0.1170,0.415
48.416660919,-0.2409,-0.3191,-0.1131,0.415
48.418823836,-0.2443,-0.3183,-0.1209,0.419
48.421385606,-0.2467,-0.3232,-0.1251,0.425
48.423405867,-0.2595,-0.3296,-0.1243,0.437
48.425874356,-0.2753,-0.3384,-0.1273,0.454
48.428218106,-0.2888,-0.3476,-0.1322,0.471
48.430550763,-0.2914,-0.3547,-0.1471,0.482
48.432969825,-0.2953,-0.3672,-0.1561,0.496
48.436178575,-0.3051,-0.3757,-0.1610,0.510
48.437858836,-0.3166,-0.3826,-0.1561,0.521
48.440671752,-0.3208,-0.3865,-0.1593,0.527
48.442558367,-0.3227,-0.3897,-0.1673,0.533
48.445189304,-0.3188,-0.3916,-0.1778,0.535
48.447399825,-0.3208,-0.3904,-0.1871,0.539
48.450282794,-0.3174,-0.3865,-0.2030,0.540
48.452330867,-0.3159,-0.3816,-0.2145,0.540
48.455450867,-0.3141,-0.3755,-0.2296,0.541
48.457032638,-0.3129,-0.3701,-0.2379,0.540
48.460154773,-0.3120,-0.3647,-0.2443,0.539
48.462123523,-0.3132,-0.3579,-0.2460,0.535
48.464637325,-0.3169,-0.3532,-0.2555,0.539
48.466738002,-0.3146,-0.3474,-0.2746,0.543
48.469443575,-0.3093,-0.3415,-0.3010,0.550
48.472466961,-0.3080,-0.3357,-0.3186,0.556
48.474264981,-0.3054,-0.3301,-0.3325,0.559
48.476617846,-0.3005,-0.3232,-0.3518,0.564
48.479828419,-0.2905,-0.3174,-0.3796,0.574
48.48171045,-0.2841,-0.3127,-0.4175,0.594
48.483946648,-0.2795,-0.3093,-0.4436,0.609
48.486209877,-0.2861,-0.3046,-0.4649,0.625
48.488604669,-0.2973,-0.3044,-0.4932,0.651
48.491099461,-0.3134,-0.3046,-0.5179,0.678
48.493627794,-0.3371,-0.3090,-0.5377,0.706
48.496381804,-0.3642,-0.3154,-0.5453,0.728
48.498621283,-0.3970,-0.3259,-0.5492,0.752
48.500526023,-0.4327,-0.3391,-0.5514,0.779
48.503659721,-0.4827,-0.3613,-0.5311,0.803
48.505751856,-0.5396,-0.3877,-0.4986,0.831
48.508652794,-0.5958,-0.4270,-0.4688,0.870
48.511370242,-0.6589,-0.4727,-0.4461,0.926
48.512815763,-0.7326,-0.5260,-0.4197,0.995
48.515573471,-0.8142,-0.5890,-0.4133,1.087
48.517957481,-0.9159,-0.6635,-0.4160,1.205
48.5203567,-1.0236,-0.7309,-0.4194,1.326
48.523213054,-1.1431,-0.7959,-0.4302,1.458
48.525109721,-1.2650,-0.8609,-0.4612,1.598
48.527720138,-1.3895,-0.9259,-0.5123,1.747
48.530020346,-1.5266,-0.9813,-0.5655,1.901
48.532172898,-1.6600,-1.0241,-0.6059,2.042
48.534525398,-1.7804,-1.0529,-0.6525,2.169
48.536843679,-1.8833,-1.0747,-0.6977,2.278
48.5393192,-1.9744,-1.0854,-0.7549,2.376
48.542238627,-2.0496,-1.0835,-0.8118,2.456
48.544602065,-2.0966,-1.0700,-0.8692,2.509
48.546747065,-2.1376,-1.0507,-0.9183,2.553
48.5492942,-2.1574,-1.0173,-0.9721,2.576
48.551687533,-2.1552,-0.9674,-1.0234,2.574
48.553886856,-2.1368,-0.9102,-1.0786,2.561
48.556276127,-2.1190,-0.8487,-1.1411,2.552
48.558785658,-2.0897,-0.7810,-1.2039,2.535
48.562090763,-2.0570,-0.7133,-1.2603,2.516
48.563726492,-2.0159,-0.6464,-1.3087,2.489
48.565982638,-1.9756,-0.5812,-1.3510,2.463
48.568264565,-1.9207,-0.5160,-1.3742,2.417
48.571302742,-1.8281,-0.4485,-1.3793,2.334
48.573157325,-1.7057,-0.3816,-1.3664,2.219
48.575566648,-1.5796,-0.3191,-1.3331,2.091
48.577858888,-1.4665,-0.2599,-1.2864,1.968
48.580686231,-1.3727,-0.2086,-1.2278,1.853
48.585051388,-1.2926,-0.1632,-1.1536,1.740
48.585468106,-1.2178,-0.1185,-1.0752,1.629
48.588106127,-1.1472,-0.0740,-0.9945,1.520
48.589903263,-1.0764,-0.0313,-0.9173,1.415
48.592185138,-1.0016,0.0134,-0.8309,1.301
48.595233263,-0.9237,0.0530,-0.7414,1.186
48.596999044,-0.8455,0.0904,-0.6523,1.072
48.599405242,-0.7666,0.1212,-0.5614,0.958
48.602624565,-0.6962,0.1412,-0.4705,0.852
48.604702481,-0.6383,0.1532,-0.3801,0.759
48.607055086,-0.5931,0.1520,-0.2883,0.677
48.610218523,-0.5638,0.1339,-0.1944,0.611
48.61298769,-0.5391,0.1053,-0.0985,0.558
48.614670763,-0.5286,0.0623,0.0027,0.532
48.617401388,-0.5267,0.0051,0.1065,0.537
48.619418679,-0.5379,-0.0664,0.2030,0.579
48.624847273,-0.5634,-0.1510,0.2846,0.649
48.627274617,-0.6029,-0.2516,0.3564,0.744
48.627989773,-0.6520,-0.3623,0.4277,0.860
48.62941394,-0.7209,-0.4822,0.4881,0.995
48.631503523,-0.8086,-0.6090,0.5328,1.144
48.633523471,-0.8922,-0.7397,0.5702,1.292
48.636673731,-0.9769,-0.8665,0.5997,1.437
48.638354513,-1.0470,-0.9718,0.6203,1.557
48.644200033,-1.0935,-1.0507,0.6169,1.637
48.645207481,-1.1199,-1.1196,0.5819,1.687
48.645785554,-1.1284,-1.1731,0.5453,1.717
48.648270398,-1.1076,-1.2061,0.4820,1.707
48.650411283,-1.0930,-1.2398,0.4207,1.705
48.653330294,-1.0825,-1.2740,0.3396,1.706
48.655271231,-1.0842,-1.3131,0.2548,1.722
48.658139617,-1.1013,-1.3642,0.1730,1.762
48.659991596,-1.1301,-1.4211,0.0848,1.818
48.662989877,-1.1609,-1.4870,-0.0171,1.887
48.665292794,-1.2054,-1.5750,-0.1463,1.989
48.668442586,-1.2503,-1.6829,-0.3337,2.123
48.669967742,-1.3011,-1.8110,-0.5900,2.307
48.672531596,-1.3659,-1.9675,-0.9435,2.574
48.674790763,-1.4406,-2.1307,-1.4172,2.937
48.677219513,-1.5681,-2.2143,-1.8750,3.298
48.680031179,-1.6984,-2.1481,-2.0514,3.422
48.682668471,-1.7096,-1.9636,-1.8996,3.223
48.685838106,-1.6153,-1.7257,-1.6549,2.885
48.689728211,-1.4567,-1.4936,-1.4162,2.522
48.69156545,-1.2899,-1.2967,-1.1394,2.155
48.6923317,-1.1457,-1.1553,-0.8567,1.839
48.694721388,-1.0204,-1.0607,-0.5800,1.582
48.697078992,-0.9110,-0.9940,-0.3369,1.390
48.699109044,-0.8274,-0.9439,-0.1334,1.262
48.703347846,-0.7588,-0.8968,0.0364,1.175
48.703903002,-0.6955,-0.8604,0.1708,1.119
48.705915294,-0.6452,-0.8277,0.2753,1.085
48.708181648,-0.5958,-0.7844,0.3447,1.044
48.710663471,-0.5387,-0.7366,0.3882,0.992
48.713204461,-0.4764,-0.6853,0.4055,0.928
48.715755919,-0.4246,-0.6381,0.4168,0.872
48.717783888,-0.3760,-0.5917,0.4282,0.821
48.72363071,-0.3291,-0.5421,0.4444,0.774
48.723942065,-0.2831,-0.4940,0.4698,0.738
48.726096648,-0.2382,-0.4517,0.4969,0.713
48.727420085,-0.1979,-0.4148,0.5199,0.694
48.730268783,-0.1617,-0.3809,0.5399,0.680
48.733462325,-0.1304,-0.3464,0.5433,0.657
48.73490894,-0.1004,-0.3159,0.5340,0.629
48.737372585,-0.0701,-0.2875,0.5379,0.614
48.739754096,-0.0313,-0.2577,0.5389,0.598
48.742614825,0.0042,-0.2294,0.5243,0.572
48.745143263,0.0256,-0.2077,0.4974,0.540
48.747055502,0.0428,-0.1881,0.4705,0.509
48.749887585,0.0579,-0.1691,0.4410,0.476
48.75235019,0.0684,-0.1529,0.4111,0.444
48.755151492,0.0699,-0.1429,0.3767,0.409
48.757208419,0.0728,-0.1351,0.3435,0.376
48.759240502,0.0745,-0.1282,0.3039,0.338
48.762408002,0.0767,-0.1236,0.2523,0.291
48.764248367,0.0735,-0.1256,0.1866,0.237
48.767211231,0.0691,-0.1287,0.1187,0.188
48.768949513,0.0630,-0.1387,0.0503,0.160
48.77200795,0.0496,-0.1571,-0.0173,0.166
48.774300502,0.0298,-0.1835,-0.0750,0.200
48.778800606,0.0054,-0.2162,-0.1175,0.246
48.7793792,-0.0327,-0.2560,-0.1441,0.296
48.780684148,-0.0752,-0.3000,-0.1571,0.347
48.783353888,-0.1168,-0.3491,-0.1559,0.400
48.7858217,-0.1583,-0.3972,-0.1493,0.453
48.787872638,-0.2055,-0.4449,-0.1370,0.509
48.790485242,-0.2543,-0.4945,-0.1239,0.570
48.793160138,-0.3044,-0.5467,-0.1048,0.634
48.795398419,-0.3557,-0.6015,-0.0850,0.704
48.798007898,-0.4070,-0.6581,-0.0591,0.776
48.800276596,-0.4612,-0.7170,-0.0247,0.853
48.80290821,-0.5018,-0.7722,0.0264,0.921
48.806197429,-0.5460,-0.8357,0.0584,1.000
48.807900138,-0.5902,-0.8983,0.0902,1.079
48.809988367,-0.6349,-0.9618,0.1192,1.159
48.812986335,-0.6845,-1.0256,0.1431,1.241
48.814722377,-0.7341,-1.0883,0.1605,1.323
48.817237377,-0.7818,-1.1523,0.1681,1.403
48.819570867,-0.8318,-1.2198,0.1539,1.484
48.823473419,-0.8843,-1.2921,0.1070,1.569
48.825187429,-0.9352,-1.3624,0.0423,1.653
48.827046544,-0.9789,-1.4184,-0.0034,1.723
48.830762794,-1.0151,-1.4624,-0.0237,1.780
48.832363783,-1.0422,-1.4843,-0.0129,1.814
48.834640138,-1.0536,-1.4824,0.0161,1.819
48.837360033,-1.0361,-1.4430,0.0515,1.777
48.840625138,-0.9896,-1.3644,0.0833,1.688
48.842788106,-0.9271,-1.2686,0.1053,1.575
48.844104044,-0.8631,-1.1692,0.1116,1.458
48.847242221,-0.8064,-1.0847,0.1121,1.356
48.848988106,-0.7595,-1.0092,0.1082,1.268
48.851648263,-0.7256,-0.9462,0.1024,1.197
48.854896283,-0.7019,-0.8905,0.0992,1.138
48.856324773,-0.6845,-0.8440,0.0857,1.090
48.858263783,-0.6738,-0.8035,0.0762,1.051
48.861497898,-0.6625,-0.7659,0.0691,1.015
48.863346856,-0.6505,-0.7292,0.0550,0.979
48.865972117,-0.6386,-0.6938,0.0256,0.943
48.868252013,-0.6305,-0.6547,0.0071,0.909
48.870577638,-0.6230,-0.6181,-0.0007,0.878
48.873566127,-0.6068,-0.5924,-0.0318,0.849
48.875718679,-0.5939,-0.5695,-0.0723,0.826
48.877967013,-0.5795,-0.5475,-0.1136,0.805
48.880187377,-0.5690,-0.5296,-0.1586,0.793
48.882884252,-0.5638,-0.5128,-0.1996,0.788
48.885080346,-0.5668,-0.4986,-0.2418,0.793
48.88802696,-0.5724,-0.4906,-0.2890,0.807
48.889808835,-0.5846,-0.4864,-0.3467,0.836
48.89260644,-0.6015,-0.4884,-0.4048,0.874
48.895007794,-0.6230,-0.4935,-0.4639,0.920
48.897245242,-0.6471,-0.5011,-0.5243,0.972
48.900073315,-0.6735,-0.5130,-0.5887,1.031
48.902189044,-0.7028,-0.5311,-0.6498,1.095
48.904706388,-0.7287,-0.5502,-0.7055,1.154
48.906664513,-0.7539,-0.5687,-0.7561,1.210
48.909163054,-0.7776,-0.5853,-0.7930,1.255
48.912213575,-0.7954,-0.5997,-0.8123,1.285
48.91587644,-0.8064,-0.6115,-0.8145,1.299
48.916791231,-0.8115,-0.6215,-0.8015,1.299
48.919076388,-0.8079,-0.6281,-0.7715,1.282
48.92283144,-0.8015,-0.6300,-0.7231,1.250
48.923908367,-0.7918,-0.6291,-0.6623,1.209
48.92709821,-0.7803,-0.6264,-0.5922,1.163
48.929279408,-0.7654,-0.6217,-0.5152,1.113
48.930778888,-0.7532,-0.6210,-0.4358,1.069
48.933374617,-0.7397,-0.6220,-0.3542,1.029
48.935816908,-0.7300,-0.6208,-0.2758,0.997
48.938122065,-0.7180,-0.6171,-0.2084,0.969
48.94103821,-0.7053,-0.6154,-0.1568,0.949
48.942990346,-0.6931,-0.6129,-0.1112,0.932
48.946477481,-0.6831,-0.6112,-0.0750,0.920
48.947836075,-0.6755,-0.6095,-0.0379,0.911
48.950618158,-0.6694,-0.6098,-0.0037,0.905
48.952827221,-0.6608,-0.6110,0.0286,0.900
48.955146544,-0.6496,-0.6110,0.0591,0.894
48.957783315,-0.6371,-0.6112,0.0916,0.888
48.959819148,-0.6288,-0.6117,0.1251,0.886
48.962730502,-0.6137,-0.6127,0.1590,0.882
48.964712377,-0.5975,-0.6134,0.1969,0.879
48.967852325,-0.5782,-0.6164,0.2262,0.875
48.969692585,-0.5599,-0.6169,0.2482,0.869
48.972649512,-0.5391,-0.6208,0.2678,0.865
48.974767533,-0.5230,-0.6266,0.2756,0.861
48.976889044,-0.5108,-0.6305,0.2809,0.859
48.9795842,-0.4945,-0.6271,0.2873,0.849
48.982332637,-0.4769,-0.6230,0.2880,0.836
48.984483367,-0.4634,-0.6208,0.2778,0.823
48.987259721,-0.4507,-0.6215,0.2602,0.811
48.988877898,-0.4388,-0.6225,0.2423,0.799
48.99181946,-0.4351,-0.6239,0.2228,0.793
48.994104877,-0.4429,-0.6276,0.1954,0.793
48.996195971,-0.4627,-0.6300,0.1622,0.798
48.998589565,-0.4881,-0.6296,0.1224,0.806
49.002813106,-0.5181,-0.6254,0.0794,0.816
49.003820606,-0.5467,-0.6208,0.0340,0.828
49.00612545,-0.5758,-0.6178,-0.0063,0.845
49.008589408,-0.6076,-0.6120,-0.0435,0.863
49.011109044,-0.6432,-0.6078,-0.0760,0.888
49.013380294,-0.6760,-0.6039,-0.1099,0.913
49.015737742,-0.7143,-0.5983,-0.1456,0.943
49.01824045,-0.7539,-0.5948,-0.1759,0.976
49.020328992,-0.7935,-0.5927,-0.2042,1.011
49.022937221,-0.8331,-0.5883,-0.2267,1.045
49.025111283,-0.8719,-0.5841,-0.2436,1.077
49.027727585,-0.9117,-0.5829,-0.2585,1.113
49.030541075,-0.9471,-0.5809,-0.2665,1.143
49.032584981,-0.9774,-0.5770,-0.2719,1.167
49.035330554,-1.0009,-0.5741,-0.2783,1.187
49.038236596,-1.0209,-0.5719,-0.2805,1.203
49.039560554,-1.0326,-0.5685,-0.2868,1.213
49.04237644,-1.0409,-0.5643,-0.2902,1.219
49.044813262,-1.0358,-0.5636,-0.2956,1.216
49.046874096,-1.0180,-0.5626,-0.3037,1.202
49.049781335,-0.9850,-0.5616,-0.3124,1.176
49.052152012,-0.9489,-0.5616,-0.3149,1.147
49.054478419,-0.9122,-0.5677,-0.3134,1.119
49.056959565,-0.8780,-0.5790,-0.3049,1.095
49.058899356,-0.8462,-0.5948,-0.2927,1.075
49.061736231,-0.8201,-0.6112,-0.2746,1.059
49.063861283,-0.7993,-0.6293,-0.2501,1.048
49.066304721,-0.7822,-0.6503,-0.2274,1.042
49.068642585,-0.7724,-0.6721,-0.2023,1.044
49.071743315,-0.7681,-0.6940,-0.1786,1.050
49.074161908,-0.7671,-0.7180,-0.1542,1.062
49.076053002,-0.7722,-0.7417,-0.1307,1.079
49.079087221,-0.7798,-0.7622,-0.1075,1.096
49.081913262,-0.7903,-0.7818,-0.0875,1.115
49.083500137,-0.8028,-0.8042,-0.0745,1.139
49.085473887,-0.8208,-0.8252,-0.0650,1.166
49.088823887,-0.8384,-0.8411,-0.0562,1.189
49.090334721,-0.8597,-0.8548,-0.0503,1.213
49.093352846,-0.8824,-0.8675,-0.0469,1.238
49.095618158,-0.9122,-0.8736,-0.0437,1.264
49.097717637,-0.9437,-0.8755,-0.0413,1.288
49.10012321,-0.9816,-0.8773,-0.0345,1.317
49.102677533,-1.0273,-0.8704,-0.0273,1.347
49.104993575,-1.0737,-0.8555,-0.0193,1.373
49.107317794,-1.1194,-0.8289,-0.0142,1.393
49.110167377,-1.1555,-0.7947,-0.0112,1.402
49.112415242,-1.1868,-0.7536,-0.0122,1.406
